EvaluatedPreference,ExtentCompetedCode,ExtentCompetedDescription,NontraditionalGovernmentContractorParticipationCode,NontraditionalGovernmentContractorParticipationDescription,SolicitationProcedures,TypeOfAgreement,CompletionDate,Date_Signed,EstimatedUltimateCompletionDate,Fiscal_Year,PeriodofPerformanceStartDate,ModificationNumber,PIID,PIIDAgencyID,ReferencedIDVAgencyID,ReferencedIDVModNumber,Referenced_IDV_PIID,InherentlyGovernmentalDescription,InherentlyGovernmentalFunction,TreasuryAccountSymbolAgencyIdentifier,TreasuryAccountSymbolInitiative,TreasuryAccountSymbolMainAccountCode,TreasuryAccountSymbolSubAccountCode,Contracting_Agency_ID,DepartmentID,DepartmentIDtext,ContractingOfficeID,ContractingOfficeName,ContractingOfficeRegion,MajorCommandCode,MajorCommandID,MajorCommandName,OrganizationID,ParentMacomCode,SubCommand1Code,SubCommand1ID,SubCommand1Name,SubCommand2Code,SubCommand2ID,SubCommand2Name,SubCommand3Code,SubCommand3ID,SubCommand3Name,SubCommand4Code,SubCommand4ID,SubCommand4Name,Funding_Agency_ID,Funding_Agency_Name,Funding_Department_ID,Funding_Department_Name,FundingOfficeID,FundingOfficeName,Granular,CongressionalDistrict-PlaceofPerformance,Place_of_Performance_Zip_Code,PrincipalPlaceofPerformanceCityName,PrincipalPlaceofPerformanceCountryCode,PrincipalPlaceofPerformanceCountryName,PrincipalPlaceofPerformanceCountyCode,PrincipalPlaceofPerformanceCountyName,PrincipalPlaceofPerformanceLocationCode,PrincipalPlaceofPerformanceLocationName,PrincipalPlaceofPerformanceStateCode,Description_of_Requirement,ProductOrServiceCode,ApprovedBy,ApprovedDate,contractactiontype,ClosedBy,ClosedStatus,ClosedStatusDate,CreatedVia,LastModifiedBy,LastModifiedDate,PreparedBy,PreparedDate,ReasonForModificationCode,ReasonForModificationDescription,CAGECode,ContractorName,CountryofIncorporation,DoingBusinessAsName,LegalBusinessName,UltimateParentLegalBusinessName,BLANK2(DEPRECATED),UltimateParentUniqueEntityID,BLANK1(DEPRECATED),UniqueEntityID,VendorAddressCity,VendorAddressCountry,VendorAddressLine1,VendorAddressLine2,VendorAddressLine3,VendorAddressState,VendorAddressZipCode,VendorCongressionalDistrict,VendorPhoneNumber,BaseandAllOptionsValue(TotalContractValue),BaseandExercisedOptionsValue,Action_Obligation_Then_Year,NonGovernmentDollars,NumberOfActions,NumberofRecords,ContractingAgencyName,Customer,SubCustomer,SubCustomer.sum,SubCustomer.platform,ProductOrServiceCodeText,SimpleArea,ProductOrServiceArea,ProductServiceOrRnDarea,CrisisProductOrServiceArea,Action_Obligation_OMB23_GDP21,dFYear,Engine
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/13/2019,2/1/2018,9/30/2020,2018,2/1/2018,P00003,HR00111790009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862650111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,"ADVANCED FULL RANGE ENGINE (AFRE), THE PURPOSE OF THIS MODIFICATION IS TO MAKE ADMINISTRATIVE CHANGES.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,2/6/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,2/6/2018,M,OTHER ADMINISTRATIVE ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,8185862880,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2018-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/13/2019,2/5/2018,9/30/2020,2018,2/5/2018,P00004,HR00111790009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862888111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,"ADVANCED FULL RANGE ENGINE (AFRE), THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE INCREMENTAL FUNDING AND REVISE THE SCHEDULE OF MILESTONES AND PAYMENTS.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,2/6/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,2/6/2018,C,FUNDING ONLY ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,8185862880,$0.00,$0.00,10000000,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,10656705.40364872,2018-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/13/2019,5/17/2018,9/30/2020,2018,5/17/2018,P00005,HR00111790009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82863064111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,"ADVANCED FULL RANGE ENGINE (AFRE), THE PURPOSE OF THIS MODIFICATION IS TO REVISE THE SCHEDULE OF MILESTONES AND PAYMENTS AND PROVIDE FUNDING.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/23/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/23/2018,C,FUNDING ONLY ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,8185862880,$0.00,$0.00,10005330,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,10662385.427628864,2018-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/13/2019,5/23/2018,9/30/2020,2018,5/23/2018,P00006,HR00111790009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82863198111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,"ADVANCED FULL RANGE ENGINE (AFRE), THE PURPOSE OF THIS MODIFICATION IS TO MAKE AN ADMINISTRATIVE UPDATE.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/23/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/23/2018,M,OTHER ADMINISTRATIVE ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,8185862880,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2018-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/13/2019,7/31/2018,9/30/2020,2018,7/31/2018,P00007,HR00111790009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82863301111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,"ADVANCED FULL RANGE ENGINE (AFRE), THE PURPOSE OF THIS MODIFICATION IS TO REVISE THE TASK DESCRIPTION DOCUMENT AND THE SCHEDULE OF MILESTONES AND PAYMENTS.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,8/1/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,8/1/2018,M,OTHER ADMINISTRATIVE ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,8185862880,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2018-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/31/2019,6/5/2019,9/30/2020,2019,6/5/2019,P00008,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,83332639111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,7/14/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,7/14/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,7/14/2019,C,FUNDING ONLY ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,$0.00,10583118,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,11082873.689894814,2019-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,1/10/2020,6/27/2019,4/11/2021,2019,6/27/2019,P00009,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,83332641111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,7/14/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,7/16/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,7/14/2019,C,FUNDING ONLY ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,"$4,231,499.00","$4,231,499.00",4231499,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,4431318.722508453,2019-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,1/10/2020,9/9/2019,3/31/2021,2019,9/9/2019,P00010,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,85308817111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,9/24/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,9/24/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,9/24/2019,G,EXERCISE AN OPTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,"$5,409,825.00",3352169,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,3510465.026864579,2019-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,1/10/2020,10/21/2019,3/31/2021,2020,10/21/2019,P00011,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,86158321111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,10/23/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,10/23/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,10/23/2019,M,OTHER ADMINISTRATIVE ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2020-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/15/2020,1/17/2020,3/31/2021,2020,7/10/2017,P00012,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,87728322111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,1/19/2020,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,1/19/2020,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,1/19/2020,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2020-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,7/15/2020,3/16/2020,3/31/2021,2020,7/10/2017,P00013,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,88929855111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,3/17/2020,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,3/17/2020,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,3/17/2020,C,FUNDING ONLY ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,$0.00,1000000,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,1026383.5831087221,2020-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,10/21/2020,2/3/2021,6/6/2024,2021,8/21/2020,P00002,FA86492099140,9700,NA,0,,NA,NA,NA,,,,5700,9700,DEPT OF DEFENSE,FA8649,FA8649  AFRL RGKB,NO REGION IDENTIFIED,AFMC,ORG-2825,AFMC,~ORG-1144~ORG-2252~ORG-2825~ORG-3985~~~~,NA,AFRL,ORG-3985,AIR FORCE RESEARCH LABORATORY,,,,,,,NA,NA,NA,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,F4FBEQ,F4FBEQ AFRL RGF,94948656111,06,321145723,DAYTONA BEACH,USA,UNITED STATES,127,VOLUSIA,NA,DAYTONA BEACH,FL,"BUNDLED 5G UNMANNED AERIAL VEHICLE HARDWARE WITH ANALYTICS FOR ENVIRONMENTAL MANAGEMENT USING PHOTOGRAMMETRY AND VEGETATIVE ANALYSIS SOFTWARE TOOLKIT (VAST), A CODELESS ARTIFICIAL INTELLIGENCE (AI) SEARCH ENGINE FOR THE PHYSICAL WORLD",AD92,CATHERINE.STROPKI.1.FA8649@US.AF.MIL,2/3/2021,OTHER TRANSACTION AGREEMENT,,N,,WP,CATHERINE.STROPKI.1.FA8649@US.AF.MIL,2/26/2021,DIAMONT.DANIEL.FA8649@US.AF.MIL,2/3/2021,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,83BX3,,USA,,ROBOTIC SERVICES INC,ROBOTIC SERVICES INC,NA,FEKFH16UQ5F3,NA,Z3VXKK9S3623,DAYTONA BEACH,UNITED STATES,800 S CLYDE MORRIS BLVD,,NA,FLORIDA,321145723,06,6306079807,$0.00,$0.00,0,$0.00,1,1,DEPT OF THE AIR FORCE,Defense,Air Force,Air Force,Air Force,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2021-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,3/31/2021,4/2/2020,3/31/2021,2020,7/10/2017,P00014,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,89349814111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/3/2020,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/3/2020,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/3/2020,C,FUNDING ONLY ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,"$2,875,828.00",3933484,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,4037263.4020208283,2020-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,3/31/2021,6/12/2020,3/31/2021,2020,7/10/2017,ARZ999,HR00111790009,9700,NA,0,,NA,NA,97,,0400,,9763,9700,DEPT OF DEFENSE,S4818A,DCMA NASA PRODUCT OPERATIONS,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2111~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,91638364111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,RANDYALLEN@DCMA.GOV,8/10/2020,OTHER TRANSACTION AGREEMENT,,N,,WP,RANDYALLEN@DCMA.GOV,8/10/2020,RANDYALLEN@DCMA.GOV,8/10/2020,M,OTHER ADMINISTRATIVE ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,$0.00,0,$0.00,1,1,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2020-01-01,TRUE
NA,H,COMPETED,CS,COST SHARING,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,3/31/2021,6/19/2020,3/31/2021,2020,7/10/2017,ARZ998,HR00111790009,9700,NA,0,,NA,NA,NA,,,,9763,9700,DEPT OF DEFENSE,S5102A,HQ DEF CONTRACT MANAGEMENT AGENCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2111~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,91638362111,18,334786447,JUPITER,USA,UNITED STATES,99,PALM BEACH,NA,JUPITER,FL,ADVANCED FULL RANGE ENGINE (AFRE),AD92,RANDYALLEN@DCMA.GOV,8/10/2020,OTHER TRANSACTION AGREEMENT,,N,,WP,KIMBERLY.LICENCE@DCMA.MIL,8/13/2020,RANDYALLEN@DCMA.GOV,8/10/2020,M,OTHER ADMINISTRATIVE ACTION,1SYX4,,USA,,"AEROJET ROCKETDYNE, INC.",AEROJET ROCKETDYNE  INC.,NA,MJLVU5WMX9M9,NA,MJLVU5WMX9M9,JUPITER,UNITED STATES,15270 ENDEAVOR DR,,NA,FLORIDA,334786447,18,9163554693,$0.00,$0.00,0,$0.00,1,1,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2020-01-01,TRUE
