CSIStransactionID	descriptionofcontractrequirement	recipient_uei	recipient_parent_uei	parentdunsnumber	vendorname	standardizedvendorname	principalnaicscode
13339736	SBIR I	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541710
19701431	DELETE 52.217-17 AND ADD FAR 227-1 ALT 1	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
17371200	NO COST EXTENSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541711
20472366	SBIR MODEL CONTRACT	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541711
18388752	"SBIR II, DEMO OF INTER-TURBINE BURNERS FOR PART-POWER IMPROV"	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
9933267	"SBIR I - OSD08-EP3 HIGHLY EFFICIENT, LIGHTWEIGHT"	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
5332142	INC. WI DATA RIGHTS ASSERTION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
25221709	NO COST EXTENTION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541710
15135225	SBIR I	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541710
28141625	SBIR MODEL CONTRACT	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541710
3645512	AMEND PE AND CORRECT WAWF INSTRUCTIONS	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541711
23724279	"DELETE CLIN 0002, AMEND DELIVERY FOR 0001AD AND 0001AE"	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541711
261621	SBIR PHASE I; OSD08-E10  HIGHLY STABLE TWO-PHASE	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541711
26917868	ADD FAR 52.227-1 ALT 1	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541711
29198874	SBIR MODEL CONTRACT	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541710
6238816	SBIR PHASE II EXTENSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
3050073	DEOBLIGATION OF ACRN AA AND OBLIGATION OF ACRN AB	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
1971256	NOVEL TOOLS FOR AUGMENTOR IGNITION MODELING AND ANALYSIS.	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
11016300	INCREMENTAL FUNDING	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
28987246	ADVANCED FUEL SYSTEM FOR LOW-BANDWIDTH SCREECH SUPPRESSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
12739946	SBIR II NO-COST TIME EXTENSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
32368865	NO-COST TIME EXTENSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
4550537	IMPROVING THE PERFORMANCE OF HIGH TEMPERATURE POWER ELECTRONIC DEVICES.	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
947906	EFFICIENT POWER PRODUCTION WITH TERMOELECTRIC GERNATING SYSTEMS	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
18250000	EFFICIENT POWER PRODUCTION WITH THERMOELECTIRC GENERATING SYSTEMS	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
6231073	MOD	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
16783324	SBIR II NO-COST TIME EXTENSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
19465391	SBIR I - PASSIVE OPTICAL COMBUSTION SENSORS FOR SCRAMJET ENGINE CONTROL	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
31864756	SUPPLEMENTAL AGREEMENT	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
13085748	IMPROVED MASS BALANCING OF TURBO MACHINE ROTORS	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
31607420	3-D IMAGING AND FLUORESCENCE FOR QUANTIFICATION OF LIQUID AND VAPOR IN FUEL SPRAYS	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
71013938	IGF::OT::IGF   OPTICAL SYSTEM FOR HIGH SPEED 3D VELOCIMETRY	NULL	NULL	72021041	CREARE LLC	CREARE	541712
77095985	SBIR II: ADVANCED FUEL SYS FOR LOW-BANDWIDTH SCREECH SUPPRESSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
63002714	IGF::OT::IGF -ADVANCED FUEL SYS FOR LOW-BANDWIDTH SCREECH SUPRESSION- DDE	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
20109150	SBIR II: ADVANCED FUEL SYS FOR LOW-BANDWIDTH SCREECH SUPPRESSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
26795524	ADVANCED FUEL SYS FOR LOW-BANDWIDTH SCREECH SUPPRESSION	NULL	NULL	72021041	CREARE INCORPORATED	CREARE	541712
77437983	OPTICAL SYSTEM FOR HIGH SPEED 3D VELOCIMETRY; MODIFICATION TO INCORPORATE COST/FEE BREAKOUT	NULL	NULL	72021041	CREARE LLC	CREARE	541712
77437982	IGF::OT::IGF   OPTICAL SYSTEM FOR HIGH SPEED 3D VELOCIMETRY	NULL	NULL	72021041	CREARE LLC	CREARE	541712
94333508	REAL TIME THERMAL IMAGING CAPABILITY FOR PROPULSION SYSTEMS	NULL	NULL	72021041	CREARE LLC	CREARE	541715
93380656	IGF: :OT: :IGF OPTICAL SYSTEM FOR HIGH SPEED 3D VELOCIMETRY	NULL	NULL	72021041	CREARE LLC	CREARE	541712
79475213	"SMALL BUSINESS INNOVATION RESEARCH (SBIR), TOPIC AF 182-017, CIRCUIT CARD REPLICATOR FOR VERIFYING INTERFACT TEST ADAPTERS"	NULL	NULL	72021041	CREARE LLC	CREARE	541715
86699406	COVID-19 2020- OPTICAL SYSTEM FOR HIGH-SPEED 3D VELOCIMETRY	NULL	NULL	72021041	CREARE LLC	CREARE	541712
77437984	OPTICAL SYSTEM FOR HIGH-SPEED 3-D VELOCIMETRY	NULL	NULL	72021041	CREARE LLC	CREARE	541712
581030	RF MICROPLASMAS FOR ENERGETIC SPECIES GENERATION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
30909366	STTR 1: MOF BASED CATALYST FOR ELECTROCHEMICAL REDUCTION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
6771779	RF MICROPLASMAS...	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
107015880	"SMALL BUSINESS INNOVATION RESEARCH (SBIR), PHASE II, TOPIC AF191-027, FIELD-LEVEL AVIATION/GROUND FUEL TRACE ELEMENT (METAL) ANALYSIS"	RMG1AZ1ZH8Q7	RMG1AZ1ZH8Q7	73800062	PHYSICAL SCIENCES INC.	PHYSICAL SCIENCES	541715
65555999	"IGF::OT::IGF SBIR I HIGH PERFORMANCE, NONFLAMMABLE IL ELECTROLYTE"	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
65558186	IGF::OT::IGF FRACTAL HEAT EXCHANGER FOR GAS TURBINE PRE-COOLING	NULL	NULL	73800062	PHYSICAL SCIENCES INC.	PHYSICAL SCIENCES	541712
60288344	IGF::OT::IGF FRACTAL HEAT EXCHANGER FOR GAS TURBINE PRE-COOLING	NULL	NULL	73800062	PHYSICAL SCIENCES INC.	PHYSICAL SCIENCES	541712
13801432	MOF BASED CATALYST FOR ELECTROCHEMICAL REDUCTION OF CARBON DIOXIDE	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
25053335	STTR I REMOVAL OF CLAUSE	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
27385146	STTR PHASE I	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
21554868	DELETION OF CLIN 0002	NULL	NULL	73800062	PHYSICAL SCIENCES INC	PHYSICAL SCIENCES	541710
33109235	DELIVERY DATE EXTENSION	NULL	NULL	73800062	PHYSICAL SCIENCES INC	PHYSICAL SCIENCES	541710
15708731	DELIVERY DATE EXTENSION	NULL	NULL	73800062	PHYSICAL SCIENCES INC	PHYSICAL SCIENCES	541712
41369699	RF MICROPLASMAS FOR ENERGETIC SPECIES GENERATION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
41366883	IGF::OT::IGF RF MICROPLASMAS FOR ENERGETIC SPECIES GENERATION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
42067286	"IGF::OT::IGF SBIR I HIGH PERFORMANCE, NONFLAMMABLE IL ELECTROLYTE"	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
41366884	CHANGE IN PAYMENT INSTRUCTIONS	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
35843025	IGF::OT::IGF SYSTEM FOR MEASURING AND REPORTING AIRCRAFT ULLAGE OXYGEN	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
35239146	INCORPORATION OF GOV'T PROP CLAUSE ATL II	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
39526921	"IGF::OT::IGF SBIR I HIGH PERFORMANCE, NONFLAMMABLE IL ELECTROLYTE"	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
22538197		NULL	NULL	73800062	PHYSICAL SCIENCES INC	PHYSICAL SCIENCES	541710
37416151	RF MICROPLASMAS FOR ENERGETIC SPECIES GENERATION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
2997999		NULL	NULL	73800062	PHYSICAL SCIENCES INC	PHYSICAL SCIENCES	541710
67831051	IGF::OT::IGF RF MICROPLASMAS FOR ENERGETIC SPECIES GENERATION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
38713692	RF MICROPLASMS FOR ENERGETIC SPECIES GENERATION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541712
38186618	IGF::OT::IGF 14.1 SBIR 1 - ROBUST FIBER-OPTIC PROBE FOR IN-SITU COMBUSTION	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
39760017	"IGF::OT::IGF SBIR I HIGH PERFORMANCE, NONFLAMMABLE IL ELECTROLYTE"	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
41260403	"IGF::OT::IGF SBIR I HIGH PERFORMANCE, NONFLAMMABLE IL ELECTROLYTE"	NULL	NULL	73800062	"PHYSICAL SCIENCES, INC."	PHYSICAL SCIENCES	541711
1348289		NULL	NULL	73800062	PHYSICAL SCIENCES INC	PHYSICAL SCIENCES	541710
38493705	"PHASE II SBIR AWARD AF TOPIC AF103-240, FLEXIBLE, COMPATIBLE, SOLID-STATE EDDY CURRENT PROBE FOR DETECTION OF DEFECTS NEAR EDGES OF CURVED COMPONENTS"	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
34557827	SBIR PHASE II - INCREMENTAL FUNDING - TOPIC AF103-240 UNIVERSAL FLEXIBLE COIL EDDY CURRENT PROBE	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
68592466	"IGF::OT::IGF STTP 2014-18 - SECOND PHASE II SBIR AWARD FOR TOPIC AF103-240 FLEXIBLE, COMPATIBLE, SOLID-STATE EDDY CURRENT PROBES FOR INSPECTING THE DOVETAIL SLOTS ON THE F110-GE-129 ENGINE"	NULL	NULL	2355774	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
43837307	IGF::OT::IGF SBIR PHASE I TOPIC AF151-158 HYBRID NDI TECHNOLOGY FOR RAPID INSPECTION OF LARGE AIRCRAFT	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
43731335	"IGF::OT::IGF STTP 2014-18 - SECOND PHASE II SBIR AWARD FOR TOPIC AF103-240 FLEXIBLE, COMPATIBLE, SOLID-STATE EDDY CURRENT PROBES FOR INSPECTING THE DOVETAIL SLOTS ON THE F110-GE-129 ENGINE"	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
28645800	OTHER AIRCRAFT PART AND AUXILIARY EQUIPMENT MANUFACTURING	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	336413
31963842	OTHER AIRCRAFT PART AND AUXILIARY EQUIPMENT MANUFACTURING	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	336413
11915783	PHASE II SBIR AWARD	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
64660547	IGF::OT::IGF PHASE II SBIR AWARD	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
92548706	"PHASE II SBIR - FLEXIBLE, STURDY SOLID STATE EDDY CURRENT PROBE FOR DETECTION OF DEFECTS"	NULL	NULL	2355774	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
60925995	IGF::OT::IGF SBIR PHASE I TOPIC AF151-158 HYBRID NDI TECHNOLOGY FOR RAPID INSPECTION OF LARGE AIRCRAFT	NULL	NULL	73804411	"RADIATION MONITORING DEVICES, INC."	RADIATION MONITORING DEVICES	541712
13618520	SBIR II FUNDING: HYBID APPROACH TO EMA PROGNOSTICS	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541712
14623346	SBIR PHASE II- HYBRID APPROACH TO EMAP FOR ENGINE AND AEROSPACE APPLICATIONS	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541712
9701039	INCREMENTAL FUNDING	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
12875091	NO COST TIME EXTENSION	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
23139593	NCTE	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
15688918	A HYBRID APPROACH TO EMA PROGNOSTICS (EMAP) FOR ENGINE AND AEROSPACE APPLICATIONS	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541712
31390210		NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
35762077	HYBRID APPROACH TO EMA PROGNOSTICS.	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541712
21514677	ADDITIONAL WORK	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
23214051		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
541855		NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
34303495	HYBRID APPROACH TO EMA PROGNOSTICS	NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541712
2429742		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
30149180		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
11752627		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
6052184		NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
24801739		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	
4256061		NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
19233319		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
10468636		NULL	NULL	73955507	IMPACT TECHNOLOGIES LLC	IMPACT TECHNOLOGIES	541710
14901815		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
7458589		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
15220976		NULL	NULL	73955507	"IMPACT TECHNOLOGIES, LLC"	IMPACT TECHNOLOGIES	541710
15986628	SIBR PHASE I	K4GJKMQD4961	NULL	74072554	BARBER-NICHOLS INC.	BARBER NICHOLS	541712
10584471	HYDRATION TOLERANT LOW THERMAL CONDUCTIVITY (K) THERMAL BARRIER COATINGS	NULL	NULL	74689217	"UES, INC."	UES	541712
20720773	"HYDRATION TOLERANT, LOW THERMAL CONNECTIVITY THERMAL BARRIER COATINGS"	NULL	NULL	74689217	"UES, INC."	UES	541712
33013116	SBIR PHASE II: NO COST TIME EXTENSION	NULL	NULL	74689217	"UES, INC"	UES	541712
65005494	"IGF::OT::IGF HYDRATION TOLERANT, LOW THERMAL CONDUCTIVITY (K) THERMAL BARRIER COATINGS"	NULL	NULL	74689217	"UES, INC."	UES	541712
31093538	DEVELOPMENT OF ADVANCED COATINGS AND/OR SURFACE TREATMENT	NULL	NULL	74689217	"UES, INC"	UES	541330
23838706	SBIR PHASE II: NO COST TIME EXTENSION AND PROGRAM MANAGER CHANGE	NULL	NULL	74689217	"UES, INC"	UES	541712
22369337	RZ WEST SBIR I; AF083-115; ARRAYED SENSORS	NULL	NULL	74689217	UES INC	UES	541712
4355052	DEVELOPMENT OF ADVANCED COATINGS AND/OR SURFACE TREATMENT	NULL	NULL	74689217	"UES, INC"	UES	541330
23222808	RZ WEST SBIR I; AF083-115; ARRAYED SENSORS	NULL	NULL	74689217	UES INC	UES	541712
29151116	COMPLETION OF FUNDING	NULL	NULL	74689217	"UES, INC"	UES	541712
17529750	RESISTANT COATINGS FOR METAL TURBINE BLADES	NULL	NULL	74689217	UES INCORPORATED	UES	541710
5880294	SBIR I -- FULLY FUND	NULL	NULL	74689217	UES INCORPORATED	UES	541712
14415899	DEVELOPMENT OF ADVANCED COATINGS AND/OR SURFACE TREATMENTS	NULL	NULL	74689217	"UES, INC"	UES	541712
29065506	RESISTANT COATINGS FOR METAL TURBINE BLADES	NULL	NULL	74689217	UES INCORPORATED	UES	541710
22248867	AFFORDABLE THERMO MECHANICAL FATIGUE TESTING	NULL	NULL	74689217	"UES, INC"	UES	541712
13224126	RESISTANT COATINGS FOR METAL TURBINE BLADES	NULL	NULL	74689217	UES INCORPORATED	UES	541712
67237002	"IGF::OT::IGF HYDRATION TOLERANT, LOW THERMAL CONDUCTIVITY"	NULL	NULL	74689217	"UES, INC."	UES	541712
39162509	IGF::OT::IGF  SBIR PHASE I AF TOPIC AF131-190 DIMENSIONAL RESTORATION OF AIRCRAFT COMPONENTS DAMAGED BY CORROSION	NULL	NULL	74689217	"UES, INC."	UES	541712
27089072		NULL	NULL	74689217	"UES, INC"	UES	541330
41168180	"IGF::OT::IGF  SBIR II- HYDRATIONTOLERANT, LOW (K) THERMAL BARRIERCOATING"	NULL	NULL	74689217	"UES, INC."	UES	541712
3204066	RESISTANT COATINGS FOR METAL TURBINE BLADES	NULL	NULL	74689217	UES INCORPORATED	UES	541710
41821492	IGF::OT::IGF SBIR II- LOW THERMAL CONDUCTIVITY THERMAL BARRIER COATINGS	NULL	NULL	74689217	"UES, INC."	UES	541712
10490712		NULL	NULL	74689217	"UES, INC"	UES	541710
79490427	JOINING OF NI BASED SUPERALLOYS FOR SUSTAINABLE HIGH-TEMPERATURE HYBRID TURBINE ROTORS	NULL	NULL	74689217	"UES, INC."	UES	541715
87017369	COVID-19 2020- JOINING OF NI BASED SUPERALLOYS FOR SUSTAINABLE HIGH-TEMPERATURE HYBRID TURBINE ROTORS	NULL	NULL	74689217	"UES, INC."	UES	541715
79490426	JOINING OF NI BASED SUPERALLOYS FOR HIGH TEMPERATURE HYBRID TURBINE ROTORS	NULL	NULL	74689217	"UES, INC."	UES	541715
31740165		TRE8LWVNNXL3	NULL	74814948	SYSTEMS PLANNING AND ANALYSIS	SYSTEMS PLANNING & ANALYSIS	
14122584		NULL	NULL	75345483	"NANODEVICES, INC."	NANODEVICES	
28002833		NULL	NULL	73800062	RESEARCH SUPPORT INSTRUMENTS	RESEARCH SUPPORT INSTRUMENTS	541710
22590897		C1BNR9HJBQK8	NULL	76338677	"AMERICAN SEMICONDUCTOR, INC"	AMERICAN SEMICONDUCTOR	541710
21147372		NULL	NULL	76603836	"E I C LABORATORIES, INC"	EIC LABORATORIES	541710
14703363		NULL	NULL	76627454	CASCADE DESIGNS INC	CASCADE DESIGNS	541710
13082857		NULL	NULL	76627454	CASCADE DESIGNS INC	CASCADE DESIGNS	541710
79475239	"SMALL BUSINESS INNOVATION RESEARCH (SBIR), TOPIC AF 191-029, FIELD-LEVEL AVIATOR FUEL CONTAMINATION ANALYZER"	TDNXM9CDFMA6	NULL	76890222	"REAL-TIME ANALYZERS, INCORPORATED"	REAL TIME ANALYZERS	541715
30032083	EERGC CORP - SBIR I	NULL	NULL	76922793	EERGC CORPORATION	EERGC	541712
24718766	EERGC CORP - SBIR I	NULL	NULL	76922793	EERGC CORPORATION	EERGC	541712
6867269	PM CHANGE.	NULL	NULL	76922793	EERGC CORPORATION	EERGC	541712
25706215	SBIR I	NULL	NULL	77426224	BIODETERIORATION CONTROL ASSOCIATES INC	BIODETERIORATION CONTROL ASSOCIATES	541711
61748797	IGF::OT::IGF CERTIFICATION MODELING FOR COMPOSITES WITH VOIDS AND WRINKLES FOR ENGINES AND STRUCTURES	NPL5GKH6DFT3	NULL	78440389	"ADVANCED COMPUTATIONAL TECHNOLOGY, LLC"	ADVANCED COMPUTATIONAL TECHNOLOGY	541712
43738058	IGF::OT::IGF MINIATURIZED PARAMETRIC INLET BLEED MODULE WITH INTEGRATED DISCRETIZED FLOW CONTROL	UGWNU2AMKF63	NULL	78466424	"INNOVEERING, LLC"	INNOVEERING	541712
66742388	IGF::OT::IGF RESEARCH AND DEVELOPMENT FOR RAPID REVERSE ENGINEERING AND VALIDATION FOR AIR FORCE APPLICATIONS	NULL	NULL	78470774	"ADVRATECH, LLC"	ADVRATECH	541712
68829177	IGF::OT::IGF RESEARCH AND DEVELOPMENT FOR RAPID REVERSE ENGINEERING AND VALIDATION FOR AIR FORCE APPLICATIONS	NULL	NULL	78470774	"ADVRATECH, LLC"	ADVRATECH	541712
40145751	IGF::OT::IGF ULTRA-HIGH POWER DENSITY SOLID OXIDE FUEL CELL STACK FOR HIGH EFFICIENCY PROPULSION AND POWER SYSTEMS	NULL	NULL	78507296	"REDOX POWER SYSTEMS, LLC"	REDOX POWER SYSTEMS	541712
40958827	IGF::OT::IGF SBIR 14.1 - GENERIC POWER/PROPULSION MICROCONTROLLER FOR UAS	NULL	NULL	78633213	LEUCADIA ENGINEERING LLC	LEUCADIA ENGINEERING	541711
37199798	"IGF::OT::IGF  SBIR PHASE I AF TOPIC 131-193, COMPOSIT CALIBRATION STANDARD KIT FOR CALIBRATION OF MULTIPLE EQUIPMENT IN THE AF INVENTORY USED FOR COMPOSITE NON-DESTRUCTIVE INSPECTION (NDI)"	NULL	NULL	78692912	"BACKSTAY, LLC"	BACKSTAY	541712
66971745	IGF::OT::IGF A NOVEL ADVANCED PROPULSION SYSTEM FOR LARGE CLASS UNMANNED AERIAL SYSTEMS - SOW REVISION	NULL	NULL	78714238	"PEREGRINE TURBINE TECHNOLOGIES, LLC"	PEREGRINE TURBINE TECHNOLOGIES	541712
43737849	IGF::OT::IGF SBIR III A NOVEL ADVANCED PROPULSION SYSTEM FOR LARGE CLASS UNMANNED AERIAL SYSTEMS	NULL	NULL	78714238	"PEREGRINE TURBINE TECHNOLOGIES, LLC"	PEREGRINE TURBINE TECHNOLOGIES	541712
62568555	IGF::OT::IGF A NOVEL ADVANCED PROPULSION SYSTEM FOR LARGE CLASS UNMANNED AERIAL SYSTEMS - FUNDING	NULL	NULL	78714238	"PEREGRINE TURBINE TECHNOLOGIES, LLC"	PEREGRINE TURBINE TECHNOLOGIES	541712
92813211	IGF::OT::IGF  NOVEL ADVANCED PROPULSION SYSTEM FOR LARGE CLASS UNMANNED AERIAL SYSTEMS	NULL	NULL	78714238	"PEREGRINE TURBINE TECHNOLOGIES, LLC"	PEREGRINE TURBINE TECHNOLOGIES	541712
87018284	BALLISTIC-RESISTAN MULTIFUNCTIONAL LITHIUM ION BATTERY	NULL	NULL	2330165	"NAVITAS ADVANCED SOLUTIONS GROUP, LLC"	NAVITAS ADVANCED SOLUTIONS GROUP	541715
79491283	SBIR I - BALLISTIC-RESISTANT MULTIFUNCTIONAL LITHIUM ION	NULL	NULL	78496693	"NAVITAS ADVANCED SOLUTIONS GROUP, LLC"	NAVITAS ADVANCED SOLUTIONS GROUP	541715
79491284	BALISTIC-RESISTANT MULTIFUNCTIONAL LITHIUM ION BATTERY	NULL	NULL	78496693	"NAVITAS ADVANCED SOLUTIONS GROUP, LLC"	NAVITAS ADVANCED SOLUTIONS GROUP	541715
87018285	COVID-19 2020- BALLISTIC RESISTANT MULTIFUNCTIONAL LITHIUM ION BATTERY IN SAPI FORM FACTOR- NCTE	NULL	NULL	2330165	"NAVITAS ADVANCED SOLUTIONS GROUP, LLC"	NAVITAS ADVANCED SOLUTIONS GROUP	541715
62133944	IGF::OT::IGF VOLCANIC ASH ANALYSIS AND DETECTION TECHNOLOGY	NULL	NULL	78824548	ATKINSON ROBOTICS & TECHNOLOGY INTEGRATION CORPORATION (ARTIC)	ATKINSON ROBOTICS & TECHNOLOGY INTEGRATION	541712
92720858	IGF::OT::IGF  VOLCANIC ASH ANALYSIS NCTE	NULL	NULL	78824548	ATKINSON ROBOTICS & TECHNOLOGY INTEGRATION CORPORATION (ARTIC)	ATKINSON ROBOTICS & TECHNOLOGY INTEGRATION	541712
39867349	IGF::OT::IGF VOLCANIC ASH ANALYSIS	NULL	NULL	78824548	ATKINSON ROBOTICS & TECHNOLOGY INTEGRATION CORPORATION (ARTIC)	ATKINSON ROBOTICS & TECHNOLOGY INTEGRATION	541712
43731460	IGF::OT::IGF SBIR PHASE I TOPIC AF151-168 STRIP SOLUTIONS TO OPTIMIZE THE STRIPPING OF PLATING AND THERMAL SPRAY COATINGS	FG5LAA4PBV28	NULL	79686017	"FIGURE, INC."	FIGURE	541712
65329745	IGF::OT::IGF SBIR PHASE I TOPIC AF151-168 STRIP SOLUTIONS TO OPTIMIZE THE STRIPPING OF PLATING AND THERMAL SPRAY COATINGS	FG5LAA4PBV28	NULL	79686017	"FIGURE, INC."	FIGURE	541712
63979165	IGF::OT::IGF SBIR PHASE I TOPIC AF151-168 STRIP SOLUTIONS TO OPTIMIZE THE STRIPPING OF PLATING AND THERMAL SPRAY COATINGS.	FG5LAA4PBV28	NULL	79686017	"FIGURE, INC."	FIGURE	541712
79475226	"SMALL BUSINESS INNOVATION RESEARCH (SBIR), TOPIC AF 183-022, IN-SITU SYSTEM FOR QUANTITATION AND SPECIATION OF BIOFOULING AGENTS IN SUPPLY CONTAINERS"	NULL	NULL	80452210	OPTOWARES INCORPORATED	OPTOWARES	336412
